,Id,data_nocode,ContextTag,data_phraseList
545,46919784,"['rolebased', 'access', 'restful', 'api', 'common', 'practice', 'considered', 'safe', 'store', 'access', 'permissions', 'database', 'table', 'talking', 'access', 'permissions', 'restrict', 'user', 'access', 'certain', 'endpoints', 'http', 'methods', 'post', 'delete', 'limit', 'fields', 'acceptedreturned', 'query', 'access', 'permissions', 'typically', 'stored', 'application', 'code', 'ie', 'rolebased', 'logic', 'compiled', 'api', 'generically', 'recommended', 'way', 'handle', 'custom', 'access', 'permissions', 'restful', 'api', 'referring', 'user', 'authentication', 'oauthbased', 'authorization', 'api', 'handled', 'standard', 'tokenbased', 'mechanisms', 'background', 'building', 'restful', 'api', 'java', 'ee', '7', 'includes', 'rolebased', 'access', 'control', 'mechanism', 'determine', 'endpoints', 'http', 'methods', 'fields', 'acceptedreturned', 'query', 'initial', 'design', 'custom', 'annotations', 'read', 'container', 'request', 'filter', 'endpoint', 'methods', 'determine', 'users', 'permission', 'based', 'role', 'jsonviews', 'filter', 'specific', 'entity', 'fields', 'deserialization', 'system', 'works', 'feel', 'getting', 'overly', 'complicated', 'difficult', 'maintain', 'discussed', 'moving', 'authorization', 'information', 'database', 'tables', 'importantly', 'stores', 'table', 'column', 'access', 'permissions', 'pk', 'fk', 'columns', 'excerpted', 'role', 'table', 'shown', 'reference', 'potentially', 'rows', 'accesspermissions', 'table', 'endpoint', 'method', 'access', 'deserialization', 'implemented', 'asking', 'user', 'entry', 'queried', 'table', 'column', 'allowed', 'requested', 'access', 'example', 'post', 'endpoint1', 'field1', 'value', 'field2', '23', 'require', 'user', 'assigned', 'role', 'rows', 'accesspermissions', 'tablename', 'endpoint1', 'hascreate', 'true', 'json', 'body', 'request', 'deserialize', 'named', 'columns', 'said', 'rows', 'row', 'accesspermissions', 'corresponding', 'users', 'role', 'endpoint1', 'field1', 'true', 'false', 'false', 'false', 'post', 'allowed', 'json', 'body', 'deserialized', 'ie', 'field2', 'user', 'able', 'post', 'endpoint1', 'getputdelete', 'endpoint1']",yes,"['column access permission pk', 'role wa endpoint1 field1 true false false false', 'custom access permission', 'endpoint method access']"
547,10383077,"['problems', 'developing', 'php', 'client', 'consume', 'java', 'restful', 'services', 'created', 'netbeans', '711', 'dont', 'create', 'java', 'restful', 'webservice', 'based', 'mysql', 'database', 'entities', 'netbeans', 'create', 'automatically', 'entities', 'class', 'entity', 'facade', 'known', 'service', 'provider', 'developed', 'web', 'application', 'java', 'restful', 'webservice', 'server', 'java', 'restful', 'client', 'consumes', 'webservices', 'jersey', 'amp', 'servlets', 'planned', 'php', 'client', 'googled', 'lot', 'interoperability', 'noob', 'purposes', 'webservices', 'create', 'restful', 'webservice', 'php', 'communicate', 'php', 'client', 'java', 'create', 'java', 'restful', 'webservices', 'server', 'php', 'client', 'sorry', 'said', 'wrong', 'subject', 'feel', 'free', 'correct', 'help', 'giving', 'ideas', 'code', 'examples', 'explaining', 'knowhow', 'appreciate', 'lot']",yes,"['java restful web service server', 'java restful web service', 'restful web service', 'java restful service']"
548,56047755,"['rough', 'time', 'sorting', 'create', 'restful', 'api', 'entityframework', 'problem', 'mainly', 'api', 'long', 'time', 'forward', 'maintainable', 'clean', 'good', 'performance', 'lets', 'problem', 'disclamer', 'companypolicy', 'post', 'try', 'address', 'problem', 'best', 'way', 'snippets', 'code', 'valid', 'fairly', 'new', 'c', 'juniord', 'touched', 'api', 'excuse', 'english', 'second', 'language', 'model', 'derives', 'basemodel', 'class', 'repository', 'derives', 'repository', 'interface', 'unitofwork', 'derives', 'class', 'unitofworkdiscoveryset', 'class', 'initializes', 'repository', 'properties', 'reflection', 'contains', 'method', 'onbeforechildentityprocessed', 'calling', 'onbeforechildentityprocessed', 'dbcontext', 'class', 'discoveryclass', 'problem', 'validate', 'data', 'model', 'childmodels', 'propertieslist', 'attributes', 'validation', 'fairly', 'complex', 'prefer', 'separate', 'space', 'way', 'attacked', 'problem', 'reflection', 'unitdiscoveryset', 'class', 'find', 'child', 'entity', 'process', 'search', 'appropriate', 'repository', 'containg', 'unitofwork', 'works', 'means', 'work', 'cleanup', 'reason', 'feel', 'cheatingwrong', 'way', 'attack', 'problem', 'getting', 'compiletime', 'errors', 'reflection', 'comes', 'cost', 'validate', 'children', 'entity', 'entity', 'repository', 'repeating', 'place', 'solution', 'dont', 'right', 'dont', 'solution', 'depend', 'heavy', 'entityframework', 'given', 'use', 'forever', 'solution', 'heavly', 'depends', 'updateentitiesbybasemodel', 'method', 'inside', 'dbcontext', 'changes', 'fields', 'changed', 'sure', 'addressed', 'problem', 'good', 'thought', 'appreciate', 'contribution', 'lead', 'right', 'path', 'thank', 'solutionedit', 'ended', 'navigation', 'properties', 'operations', 'excluded', 'insert', 'operations', 'flexible', 'faster', 'way', 'didnt', 'use', 'ef', 'tracker', 'insert', 'operation', '5000', 'entities', '13', 'minute', 'operation', '143', 'seconds']",yes,"['entityframework repository pattern data validation', 'compile time error reflection', 'problem disclamer', 'repository property']"
549,16912939,"['adopt', 'domaindriven', 'design', 'project', 'time', 'problem', 'associations', 'entities', 'right', 'got', 'entities', 'employee', 'contract', 'simple', 'onetomany', 'association', 'model', 'option', '1', 'aggregate', 'problem', 'problem', 'understand', 'correctly', 'entities', 'aggregate', 'loaded', 'aggregate', 'object', 'created', 'lazyload', 'entities', 'needed', 'require', 'referencing', 'repository', 'entity', 'apparently', 'bad', 'fetching', 'employees', 'contracts', 'database', 'time', 'big', 'performance', 'issue', 'option', '2', 'fetching', 'employees', 'contracts', 'repository', 'eg', 'contractrepositorygetcontractsforemployee', 'adding', 'employeeid', 'property', 'contract', 'class', 'problem', 'makes', 'hard', 'business', 'logic', 'entities', 'method', 'employeedismiss', 'update', 'employees', 'contract', 'means', 'logic', 'service', 'problem', 'think', 'logic', 'operating', 'employee', 'model', 'somewhat', 'anemic', 'logic', 'inside', 'services', 'deal', 'issues', 'ddd']",yes,"['contract class problem', 'entity employee', 'logic inside service', 'lazy load entity']"
550,42711769,"['sort', 'data', 'according', 'timestamp', 'field', 'controller', 'note', 'timestamp', 'field', 'null', 'value', 'query', 'gives', 'error', 'items', 'time', 'timestamp', 'field', 'value', 'null', 'query', 'works', 'anybody', 'tell', 'difference', 'queries', 'condition', 'use', 'order', 'reverse', 'latest', 'items', 'database', 'best', 'way', 'best', 'ways', 'latest', 'data', 'database', 'terms', 'performance']",yes,"['time timestamp field', 'timestamp field', 'late data', 'late item']"
552,11138209,"['convenient', 'attach', 'viewmodel', 'view', 'ddatacontextddesigninstance', 'viewmodel', 'case', 'view', 'designer', 'starts', 'create', 'instance', 'viewmodel', 'crashes', 'exceptions', 'example', 'command', 'viewmodel', 'availability', 'depends', 'stats', 'loaded', 'database', 'visual', 'designer', 'load', 'stats', 'stats', 'remain', 'null', 'command', 'throws', 'exception', 'designer', 'crashes', 'option', 'overcome', 'remove', 'binding', 'viewmodel']",yes,"['ddatacontext ddesigninstance viewmodel', 'view designer start', 'designer crash', 'visual designer']"
557,54379541,"['wanted', 'develop', 'small', 'clicker', 'game', 'feet', 'wet', 'answer', 'regards', 'cheating', 'concept', 'blank', 'page', 'button', 'registration', 'process', 'user', 'databse', 'score', 'column', 'username', 'amp', 'password', 'etc', 'user', 'clicks', 'button', 'add', 'point', 'user', 'gets', 'score', 'column', 'databse', 'score', 'gets', 'saved', 'displays', 'page', 'h1', 'tag', 'javascript', 'accessing', 'database', 'client', 'adding', 'points', 'client', 'feels', 'invite', 'cheaters', 'lot', 'security', 'issues', 'prevent', 'cheaters', 'maybe', 'creating', 'button', 'hooking', 'function', 'controller', 'deal', 'server', 'sided', 'js']",yes,"['user click', 'score column', 'button', 'small clicker game']"
561,30989147,"['problem', 'fetch', 'specific', 'data', 'database', 'complex', 'long', 'sql', 'statement', 'order', 'reduce', 'complexity', 'improve', 'reusability', 'queries', 'idea', 'run', 'statements', 'join', 'output', 'resulting', 'relations', 'queries', 'look', 'user', 'id', 'access', 'user', 'id', 'number', 'projects', 'user', 'id', 'combine', 'results', 'relation', 'activerecord', 'different', 'methods', 'look', 'user', 'id', 'access', 'number', 'projects']",yes,"['long sql statement', 'activerecord result', 'access number', 'specific data']"
562,19291843,"['springmvc', 'spring', 'security', 'web', 'application', 'includes', 'user', 'registration', 'pages', 'private', 'user', 'panel', 'set', 'url', 'patterns', 'whatevermyapplogin', 'user', 'log', 'whatevermyappregisterstep1', 'start', 'registration', 'whatevermyappaccount', 'private', 'area', 'views', 'pages', 'whatevermyapppending', 'view', 'shown', 'postregistration', 'processes', 'complete', 'whatevermyappblocked', 'account', 'blocked', 'view', 'whatevermyappregisterretry', 'registration', 'failed', 'allow', 'retry', 'essentially', 'urls', 'require', 'user', 'authentication', 'ie', 'require', 'login', 'whatevermyappaccount', 'private', 'area', 'pages', 'whatevermyapppending', 'page', 'timer', 'set', 'redirect', 'accounthome', 'whatevermyappregisterretry', 'straightforward', 'achieve', 'spring', 'security', 'regardless', 'user', 'authentication', 'spring', 'security', 'private', 'area', 'pages', 'accessible', 'depending', 'users', 'current', 'account', 'status', 'stored', 'db', 'specifically', 'user', 'tries', 'access', 'private', 'area', 'account', 'shown', 'appropriate', 'view', 'redirected', 'appropriate', 'page', 'according', 'status', 'statuses', 'defined', 'suspended', 'relates', 'pending', 'view', 'enabled', 'allow', 'access', 'disabled', 'relevant', 'retry', 'allowed', 'relates', 'retry', 'view', 'blocked', 'relates', 'accountblocked', 'view', 'mvc', 'interceptor', 'setup', 'account', 'checks', 'user', 'status', 'redirects', 'appropriate', 'pages', 'sense', 'ideal', 'appropriate', 'solution', 'facing', 'strange', 'behavior', 'multiple', 'controller', 'invocation', 'certain', 'return', 'true', 'false', 'prehandle', 'method', 'heres', 'code', 'snippet', 'interceptor', 'valid', 'approach', 'alternative', 'suggestions']",yes,"['spring security private area', 'private area view', 'spring security filter', 'private area']"
565,34450732,"['current', 'system', 'slicing', 'services', 'past', 'single', 'monolith', 'application', 'independent', 'services', 'pretty', 'standard', 'architecture', 'analytics', 'similar', 'lambda', 'frontend', 'service', 'parses', 'http', 'requests', 'pushes', 'stream', 'consumer', 'service', 'build', 'rollups', 'kind', 'event', 'calling', 'database', 'directly', 'performance', 'reasons', 'reporting', 'service', 'reads', 'rolledup', 'table', 'returns', 'meaningful', 'data', 'data', 'curation', 'service', 'n', 'hours', 'runs', 'batch', 'jobs', 'reads', 'data', 'samples', 'deletes', 'non', 'useful', 'rows', 'shortlived', 'datareports', 'etc', 'architecture', 'diagram', 'consumer', 'reporting', 'service', 'tables', 'breaking', 'bounded', 'context', 'antipattern', 'time', 'schema', 'change', 'deploy', 'consumer', 'service', 'creates', 'data', 'reporting', 'service', 'reads', 'data', 'time', 'deploy', 'curation', 'service', 'way', 'able', 'come', 'follow', 'bounded', 'context', 'rule', 'expose', 'method', 'reporting', 'service', 'build', 'rollups', 'based', 'consumer', 'calls', 'parameters', 'curation', 'service', 'exposing', 'curation', 'methods', 'reporting', 'service', 'transforming', 'reporting', 'service', 'kind', 'god', 'service', 'huge', 'downside', 'solution', 'makes', 'impossible', 'predict', 'latencies', 'reporting', 'box', 'performing', 'batch', 'job', 'creating', 'tons', 'rollups', 'calculating', 'reports', 'service', 'multiple', 'responsibilities', 'way', 'architect', 'services', 'consumer', 'reporting', 'curation', 'loosely', 'coupled', 'dont', 'depend', 'directly', 'database', 'integration']",yes,"['data curation service', 'service consumer', 'consumer service', 'curation service']"
566,2740916,"['mvc', 'web', 'development', 'frameworks', 'ruby', 'rails', 'django', 'cakephp', 'http', 'requests', 'routed', 'controllers', 'fetch', 'objects', 'usually', 'persisted', 'backend', 'database', 'store', 'objects', 'represent', 'things', 'users', 'blog', 'posts', 'etc', 'contain', 'logic', 'methods', 'permissions', 'fetching', 'andor', 'mutating', 'objects', 'validation', 'etc', 'frameworks', 'object', 'oriented', 'reading', 'recently', 'functional', 'programming', 'tout', 'tremendous', 'benefits', 'testability', 'conciseness', 'modularity', 'etc', 'examples', 'functional', 'programming', 'implement', 'trivial', 'functionality', 'quicksort', 'fibonnacci', 'sequence', 'complex', 'webapps', 'looked', 'functional', 'web', 'frameworks', 'implement', 'view', 'controller', 'fine', 'largely', 'skip', 'model', 'persistence', 'talking', 'frameworks', 'compojure', 'supposed', 'purely', 'functional', 'versus', 'lift', 'conveniently', 'use', 'oo', 'scala', 'model', 'correct', 'wrong', 'havent', 'good', 'explanation', 'functional', 'programming', 'provide', 'metaphor', 'oo', 'programming', 'provides', 'ie', 'tables', 'map', 'objects', 'objects', 'methods', 'provide', 'powerful', 'encapsulated', 'logic', 'permissioning', 'validation', 'concept', 'sql', 'queries', 'persist', 'data', 'violate', 'effects', 'concept', 'provide', 'explanation', 'model', 'layer', 'implemented', 'functionally', 'programmed', 'web', 'framework']",yes,"['functional web framework', 'mvc web development framework', 'functional versus', 'object validation']"
568,49789342,"['implement', 'token', 'based', 'security', 'oauth', 'protect', 'access', 'api', 'ho', 'use', 'httpclient', 'api', 'searchgoogle', 'use', 'oauth', 'calling', 'web', 'api', 'web', 'api', 'shows', 'implement', 'token', 'based', 'security', 'web', 'api', 'scenario', 'ui', 'calling', 'web', 'api', '1', 'server', 'server', 'communication', 'web', 'api', '1', 'calls', 'web', 'api', '2', 'web', 'api', '2', 'calls', 'web', 'api', '3', 'web', 'api', '3', 'amp', 'returns', 'web', 'api', '2', 'based', 'success', 'failure', 'returns', 'web', 'api', '1', 'returning', 'ui', 'reason', 'intended', 'implementation', 'storing', 'different', 'data', '3', 'different', 'databases', 'later', 'maybe', 'allowed', 'grant', 'web', 'api', '1', 'direct', 'access', 'unclear', 'manage', 'tokens', 'dont', 'request', 'time', 'guess', 'kind', 'service', 'handling', 'keeping', 'hint', 'authorization', 'token', 'handling']",yes,"['authorization token', 'direct access', 'doe', 'intended implementation']"
570,3763221,"['able', 'access', 'custom', 'properties', 'authenticated', 'user', 'userid', 'firstname', 'querying', 'database', 'time', 'found', 'site', 'post', 'stack', 'overflow', 'approach', 'use', 'ioc', 'repositories', 'decided', 'try', 'globalasax', 'communicate', 'database', 'fear', 'incompatible', 'repository', 'pattern', 'instead', 'created', 'interface', 'customprincipal', 'use', 'ioc', 'castle', 'create', 'instance', 'pass', 'controllers', 'subsequently', 'base', 'controller', 'base', 'controller', 'uses', 'methods', 'created', 'customprincipal', 'achieve', 'task', 'blog', 'author', 'addressed', 'globalasax', 'customprincipal', 'initialized', 'database', 'cache', 'assigned', 'httpcontextcurrentuser', 'controllersviews', 'reference', 'properties', 'follows', 'works', 'sensing', 'code', 'smells', 'foremost', 'reference', 'httpcontext', 'controllers', 'killed', 'unit', 'testing', 'thinking', 'modifying', 'customprincipal', 'object', 'return', 'value', 'mock', 'unit', 'tests', 'wondering', 'workaround', 'opposed', 'good', 'solution', 'going', 'right', 'way', 'minor', 'tweaks', 'robust', 'solution', 'start', 'scratch', 'formsauthenticationticket', 'effect', 'thanks']",yes,"['base controller', 'controller view', 'access custom property', 'ioc repository']"
571,1763440,"['performance', 'design', 'crux', 'problem', 'wrap', 'runwithelevatedpriviledges', 'sequence', 'methods', 'requiring', 'use', 'wrong', 'layer', 'time', 'appropriate', 'later', 'refactoring', 'code', 'initially', '2', 'layers', 'frontend', 'amp', 'database', 'split', '4', 'layers', 'frontend', 'sharepoint', 'servicelayer', 'dataaccesslayer', 'database', 'owing', 'prescribed', 'configuration', 'throw', 'runwithelevatedpriviledges', 'sql', 'queries', 'app', 'pool', 'authenticate', 'database', 'dont', 'post', 'comments', 'telling', 'bad', 'idea', 'realise', 'terrible', 'idea', 'data', 'elevated', 'privileges', 'mind', 'happen', 'service', 'layer', 'fe', 'clue', 'requirement', 'data', 'access', 'layer', 'service', 'layer', 'called', 'multiple', 'times', 'populate', 'series', 'dropdowns', 'ie', 'etc', 'unrefactored', 'version', 'wraps', 'calls', 'elevated', 'privileges', 'sense', 'slightly', 'performant', 'push', 'service', 'layer', 'better', 'design', 'thoughts', 'bashing', 'constraints']",yes,"['good design thought', 'design question', 'wrap runwithelevatedpriviledges', 'sharepoint service']"
